,Unnamed: 0.1,Unnamed: 0,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
15583,15583,15583,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),23:59,07:00,07h 01m,849.0,33 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15584,15584,15584,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,08:00,08h 15m,573.0,29 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15585,15585,15585,PAL Travel Lines,Scania A/C Semi Sleeper (2+2),01:05,09:45,08h 40m,584.0,31 Seats available,3.0,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15586,15586,15586,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),02:15,08:30,06h 15m,584.0,31 Seats available,3.0,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15587,15587,15587,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),23:45,08:25,08h 40m,539.0,33 Seats available,3.0,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15588,15588,15588,Shree Balaji Travels,Volvo A/C Semi Sleeper (2+2),01:30,09:30,08h 00m,1699.0,20 Seats available,2.9,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15589,15589,15589,Shree Balaji Travels,Volvo A/C Semi Sleeper (2+2),00:20,06:50,06h 30m,1699.0,32 Seats available,2.9,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15590,15590,15590,JN HOLIDAYS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),01:20,07:00,05h 40m,494.0,39 Seats available,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15591,15591,15591,SIDDHI VINAYAK TRAVELS,Volvo A/C Semi Sleeper (2+2),02:45,10:30,07h 45m,599.0,38 Seats available,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15592,15592,15592,JN HOLIDAYS,Volvo A/C Semi Sleeper (2+2),00:50,06:30,05h 40m,494.0,41 Seats available,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15593,15593,15593,JN HOLIDAYS,Volvo A/C Semi Sleeper (2+2),00:08,07:10,07h 02m,1259.0,35 Seats available,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15594,15594,15594,Kartar Travels Private Limited,Volvo A/C Semi Sleeper (2+2),04:15,11:00,06h 45m,570.0,32 Seats available,2.7,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15595,15595,15595,Northern Travels,Volvo A/C Semi Sleeper (2+2),01:45,08:45,07h 00m,600.0,35 Seats available,2.6,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15596,15596,15596,Travel hub,Volvo A/C Semi Sleeper (2+2),04:05,12:30,08h 25m,599.0,21 Seats available,2.6,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15597,15597,15597,Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),22:20,05:00,06h 40m,2199.0,49 Seats available,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15598,15598,15598,ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:58,06:30,06h 32m,617.0,37 Seats available,2.4,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15599,15599,15599,G.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),01:30,08:30,07h 00m,799.0,30 Seats available,2.3,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15600,15600,15600,Heera Himachal Holidays,A/C Seater (2+2),00:29,07:30,07h 01m,899.0,32 Seats available,1.7,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15601,15601,15601,Snow Line Holidays Manali,A/C Seater (2+2),20:00,08:00,12h 00m,3000.0,45 Seats available,0.0,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15602,15602,15602,Snow Line Holidays Manali,A/C Seater (2+2),22:35,07:10,08h 35m,3000.0,45 Seats available,0.0,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
15603,15603,15603,Chandigarh Transport Undertaking (CTU) - 165936,HVAC Seater (2+3),07:45,20:05,12h 20m,940.9,47 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-haldwani,Chandigarh to Haldwani
15604,15604,15604,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,09:00,09h 30m,899.0,37 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-haldwani,Chandigarh to Haldwani
15605,15605,15605,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),00:20,09:00,08h 40m,899.0,38 Seats available,3.1,https://www.redbus.in/bus-tickets/chandigarh-to-haldwani,Chandigarh to Haldwani
15606,15606,15606,HRTC - 495,Ordinary 3+2 Non AC Seater,06:25,11:30,05h 05m,300.0,26 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15607,15607,15607,HRTC - 1309,Ordinary 3+2 Non AC Seater,08:00,14:10,06h 10m,318.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15608,15608,15608,HRTC - 1108,Ordinary 3+2 Non AC Seater,10:26,16:30,06h 04m,308.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15609,15609,15609,HRTC - 6616,Ordinary 3+2 Non AC Seater,11:50,17:55,06h 05m,321.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15610,15610,15610,HRTC - 6617,Ordinary 3+2 Non AC Seater,15:00,20:15,05h 15m,300.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15611,15611,15611,HRTC - 911,Ordinary 3+2 Non AC Seater,17:40,23:20,05h 40m,308.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15612,15612,15612,HRTC - 653,A/C Executive (2+3),18:30,23:00,04h 30m,339.0,44 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15613,15613,15613,HRTC - 1109,Ordinary 3+2 Non AC Seater,19:05,00:20,05h 15m,314.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15614,15614,15614,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,19:50,01:00,05h 10m,340.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15615,15615,15615,HRTC - 1116,A/C Executive (2+3),23:35,04:05,04h 30m,348.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15616,15616,15616,Chandigarh Transport Undertaking (CTU) - 165784,HVAC Seater (2+3),13:30,19:35,06h 05m,406.67,47 Seats available,4.5,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15617,15617,15617,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),21:00,00:50,03h 50m,674.0,36 Seats available,3.7,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15618,15618,15618,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),21:05,01:15,04h 10m,600.0,32 Seats available,4.5,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15619,15619,15619,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:15,01:45,04h 30m,630.0,29 Seats available,5.0,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15620,15620,15620,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,01:30,04h 00m,629.0,25 Seats available,5.0,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15621,15621,15621,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),22:00,02:10,04h 10m,727.0,41 Seats available,3.9,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15622,15622,15622,Northern Travels,Volvo A/C Semi Sleeper (2+2),20:45,01:00,04h 15m,609.0,36 Seats available,2.6,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
15623,15623,15623,Chandigarh Transport Undertaking (CTU) - 165907,HVAC Seater (2+3),17:00,04:00,11h 00m,731.43,46 Seats available,3.5,https://www.redbus.in/bus-tickets/agra-to-chandigarh,Agra to Chandigarh
15624,15624,15624,Gajraj bus service,A/C Seater / Sleeper (2+1),02:30,10:15,07h 45m,2300.0,23 Seats available,3.9,https://www.redbus.in/bus-tickets/agra-to-chandigarh,Agra to Chandigarh
15625,15625,15625,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),01:50,10:30,08h 40m,2699.0,30 Seats available,2.2,https://www.redbus.in/bus-tickets/agra-to-chandigarh,Agra to Chandigarh
15626,15626,15626,Chandigarh Transport Undertaking (CTU) - 165941,HVAC Seater (2+3),08:50,18:25,09h 35m,554.29,47 Seats available,3.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15627,15627,15627,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:15,04:30,07h 15m,650.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15628,15628,15628,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:30,04:50,07h 20m,751.0,33 Seats available,4.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15629,15629,15629,New Pal Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,509.0,34 Seats available,4.5,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15630,15630,15630,AdOrbit Aviation Pvt. Ltd.,Mercedes A/C Semi Sleeper (2+2),05:30,12:05,06h 35m,499.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15631,15631,15631,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,03:45,07h 15m,487.0,48 Seats available,4.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15632,15632,15632,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:50,04:20,07h 30m,618.0,47 Seats available,4.3,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15633,15633,15633,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:35,01:30,07h 55m,507.0,47 Seats available,4.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15634,15634,15634,AdHarikesh Tour N Travels,A/C Sleeper (2+1),21:10,04:30,07h 20m,559.0,24 Seats available,3.9,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15635,15635,15635,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45,02:00,07h 15m,770.0,42 Seats available,4.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15636,15636,15636,Zimindara Travels,A/C Seater / Sleeper (2+1),13:15,20:45,07h 30m,549.0,23 Seats available,4.2,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15637,15637,15637,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),20:00,03:40,07h 40m,588.0,40 Seats available,4.8,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15638,15638,15638,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:15,03:40,07h 25m,855.0,40 Seats available,4.5,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15639,15639,15639,Moon Light Travels Katra,A/C Sleeper (2+1),20:25,04:30,08h 05m,629.0,26 Seats available,4.1,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15640,15640,15640,Jamna Travels-Jammu,AshokLeyland Stile A/C,21:00,04:30,07h 30m,509.0,18 Seats available,3.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15641,15641,15641,Baru travels,A/C Seater / Sleeper (2+2),21:45,05:05,07h 20m,450.0,43 Seats available,3.8,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15642,15642,15642,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:00,02:40,07h 40m,542.0,47 Seats available,3.9,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15643,15643,15643,City Land Travels,A/C Seater/Sleeper (2+1),20:30,04:15,07h 45m,531.0,32 Seats available,4.0,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15644,15644,15644,New Pal Travels,A/C Sleeper (2+1),21:30,05:15,07h 45m,594.0,35 Seats available,3.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15645,15645,15645,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:00,01:20,07h 20m,645.0,38 Seats available,4.9,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15646,15646,15646,Hari Das Tour &Travels,Bharat Benz A/C Seater /Sleeper (2+1),16:20,23:58,07h 38m,629.0,25 Seats available,3.9,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15647,15647,15647,Zimindara Travels,AC Sleeper (2+1),15:00,23:00,08h 00m,649.0,33 Seats available,4.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15648,15648,15648,PRAKASH TOURISM,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:35,07:00,07h 25m,1300.0,49 Seats available,0.0,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15649,15649,15649,PRAKASH TOURISM,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),20:00,03:35,07h 35m,1299.0,49 Seats available,0.0,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15650,15650,15650,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),18:15,02:00,07h 45m,650.0,36 Seats available,4.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15651,15651,15651,Radhe Travels,Bharat Benz A/C Sleeper (2+1),21:25,05:15,07h 50m,523.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15652,15652,15652,Zimindara Travels,AC Sleeper (2+1),21:30,05:00,07h 30m,649.0,18 Seats available,3.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15653,15653,15653,Zimindara Travels,AC Sleeper (2+1),20:50,04:20,07h 30m,649.0,16 Seats available,3.9,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15654,15654,15654,DS Hari Travels,A/C Seater / Sleeper (2+2),21:30,05:20,07h 50m,500.0,48 Seats available,2.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15655,15655,15655,Ram Dalal Holidays,A/C Seater/Sleeper (2+1),20:15,03:30,07h 15m,370.0,35 Seats available,3.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15656,15656,15656,Khurana Bus Service,Volvo A/C (2+2),12:30,21:10,08h 40m,765.0,34 Seats available,3.8,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15657,15657,15657,Travel Point,A/C Seater / Sleeper (2+2),15:45,23:30,07h 45m,542.0,44 Seats available,2.8,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15658,15658,15658,Khurana Bus Service,Volvo A/C (2+2),12:30,20:50,08h 20m,765.0,34 Seats available,2.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15659,15659,15659,Gola Bus Service,A/C Seater/Sleeper (2+1),20:20,03:50,07h 30m,499.0,36 Seats available,4.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15660,15660,15660,IntrCity SmartBus,AC Sleeper (2+1),20:50,04:20,07h 30m,721.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15661,15661,15661,BSS COOL COOL TRAVELS,VE A/C Sleeper (2+1),20:20,04:45,08h 25m,1599.0,46 Seats available,4.2,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15662,15662,15662,Awadh Travels,A/C Sleeper (2+2),20:55,04:00,07h 05m,1019.0,46 Seats available,3.9,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15663,15663,15663,Baru travels,A/C Seater / Sleeper (2+2),21:45,04:50,07h 05m,599.0,45 Seats available,3.8,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15664,15664,15664,City Land Travels,A/C Seater/Sleeper (2+1),22:16,04:45,06h 29m,799.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15665,15665,15665,Radhe Travels,Bharat Benz A/C Sleeper (2+1),21:25,04:40,07h 15m,523.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15666,15666,15666,Lavish Travels,A/C Seater / Sleeper (2+2),16:35,01:15,08h 40m,629.0,52 Seats available,3.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15667,15667,15667,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),20:00,03:55,07h 55m,800.0,22 Seats available,3.9,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15668,15668,15668,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),16:40,01:00,08h 20m,700.0,38 Seats available,4.1,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15669,15669,15669,City Land Travels,A/C Seater/Sleeper (2+1),21:00,04:00,07h 00m,799.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15670,15670,15670,Just kailash,A/C Seater / Sleeper (2+2),21:45,05:00,07h 15m,479.0,38 Seats available,3.2,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15671,15671,15671,Moon Light Travels Katra,A/C Sleeper (2+1),21:15,05:05,07h 50m,584.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15672,15672,15672,City Land Travels,A/C Seater/Sleeper (2+1),18:30,01:30,07h 00m,495.0,40 Seats available,3.3,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15673,15673,15673,SL Choudhary travels,Bharath Benz A/C Sleeper (2+2),21:20,05:00,07h 40m,584.0,32 Seats available,2.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15674,15674,15674,DS Hari Travels,A/C Sleeper (2+2),21:45,05:35,07h 50m,650.0,44 Seats available,2.5,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15675,15675,15675,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),16:30,00:30,08h 00m,600.0,44 Seats available,1.9,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15676,15676,15676,DS Hari Travels,A/C Seater / Sleeper (2+2),21:30,04:35,07h 05m,499.0,48 Seats available,2.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15677,15677,15677,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),18:30,00:30,06h 00m,699.0,24 Seats available,2.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15678,15678,15678,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),20:45,04:55,08h 10m,1424.0,40 Seats available,4.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15679,15679,15679,Gola Bus Service,VE A/C Seater (2+2),20:20,03:50,07h 30m,3499.0,18 Seats available,4.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15680,15680,15680,Shiv Mohan Travels,AC Sleeper (2+1),20:30,04:15,07h 45m,729.0,36 Seats available,4.3,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15681,15681,15681,Shiv Mohan Travels,AC Sleeper (2+1),20:30,04:15,07h 45m,729.0,36 Seats available,4.3,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15682,15682,15682,IntrCity SmartBus,AC Sleeper (2+1),20:45,04:15,07h 30m,849.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15683,15683,15683,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),17:30,02:45,09h 15m,799.0,12 Seats available,4.2,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15684,15684,15684,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),20:15,03:40,07h 25m,799.0,40 Seats available,4.2,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15685,15685,15685,Shub Yatra Holidays,A/C Sleeper (2+2),21:15,05:15,08h 00m,2399.0,28 Seats available,2.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15686,15686,15686,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,04:30,07h 00m,550.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15687,15687,15687,Sonali Holidays,Bharat Benz A/C Seater / Sleeper (2+2),21:20,05:30,08h 10m,438.0,50 Seats available,4.0,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15688,15688,15688,SPEED BUS,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:30,05:15,07h 45m,3325.0,36 Seats available,3.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15689,15689,15689,Orbit Aviation Pvt. Ltd.,Mercedes A/C Semi Sleeper (2+2),05:30,11:45,06h 15m,499.0,41 Seats available,3.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15690,15690,15690,Orbit Aviation Pvt. Ltd.,Mercedes A/C Semi Sleeper (2+2),05:30,11:55,06h 25m,499.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15691,15691,15691,GK Travels,A/C Seater/Sleeper (2+1),15:00,23:10,08h 10m,799.0,42 Seats available,3.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15692,15692,15692,City Land Travels,A/C Seater/Sleeper (2+1),18:00,01:20,07h 20m,540.0,30 Seats available,3.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15693,15693,15693,City Land Travels,A/C Sleeper (2+1),16:00,23:59,07h 59m,979.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15694,15694,15694,GK Travels,A/C Seater/Sleeper (2+1),15:00,23:15,08h 15m,799.0,42 Seats available,3.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15695,15695,15695,Travel Point,A/C Seater / Sleeper (2+2),18:30,02:15,07h 45m,904.0,50 Seats available,3.5,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15696,15696,15696,Apex Bus Travels,A/C Seater / Sleeper (2+2),20:00,01:15,05h 15m,924.0,38 Seats available,3.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15697,15697,15697,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),21:00,05:15,08h 15m,699.0,24 Seats available,3.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15698,15698,15698,Big Bus,A/C Seater / Sleeper (2+2),18:30,01:00,06h 30m,795.0,28 Seats available,2.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15699,15699,15699,Big Bus,A/C Seater / Sleeper (2+2),21:00,03:30,06h 30m,799.0,34 Seats available,2.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15700,15700,15700,Big Bus,A/C Seater / Sleeper (2+2),23:00,05:30,06h 30m,799.0,32 Seats available,2.6,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15701,15701,15701,Ashok Travels,A/C Seater / Sleeper (2+2),17:30,00:00,06h 30m,759.0,52 Seats available,2.5,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15702,15702,15702,Shub Yatra Holidays,A/C Sleeper (2+2),21:45,05:45,08h 00m,2399.0,44 Seats available,2.4,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15703,15703,15703,YUVI HOLIDAYS,A/C Seater / Sleeper (2+2),21:20,05:30,08h 10m,481.0,50 Seats available,2.1,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15704,15704,15704,Amit Travels,A/C Seater / Sleeper (2+1),16:00,23:40,07h 40m,799.0,40 Seats available,1.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15705,15705,15705,Amit Travels,A/C Seater / Sleeper (2+1),16:00,23:50,07h 50m,799.0,40 Seats available,1.7,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
15706,15706,15706,Chandigarh Transport Undertaking (CTU) - 165849,HVAC Seater (2+3),06:10,12:00,05h 50m,414.29,47 Seats available,4.7,https://www.redbus.in/bus-tickets/chandigarh-to-hisar-haryana,Chandigarh to Hisar (Haryana)
