,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name,Origin,Destination
3166,Navin Travels,Non A/C Seater / Sleeper (2+1),22:55,03:25,04h 30m,700.0,10 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3167,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:00,03:45,04h 45m,428.0,35 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3168,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:00,03:15,04h 15m,444.0,33 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3169,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,03:45,04h 45m,199.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3170,Navin Travels,Non A/C Seater / Sleeper (2+1),23:00,03:45,04h 45m,550.0,26 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3171,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:35,03:00,03h 25m,525.0,25 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3172,Morning Star Travels,A/C Sleeper (2+1),16:30,21:15,04h 45m,790.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3173,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),19:15,01:30,06h 15m,755.0,40 Seats available,2.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3174,New Sindhu Travels,Non A/C Seater / Sleeper (2+1),21:45,01:45,04h 00m,670.0,35 Seats available,2.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3175,Vsaikrishna Travels,NON A/C Sleeper (2+1),22:00,02:30,04h 30m,699.0,22 Seats available,2.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3176,Morning Star Travels,A/C Sleeper (2+1),22:15,01:50,03h 35m,790.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3177,New Sindhu Travels,Non A/C Seater / Sleeper (2+1),22:15,02:45,04h 30m,600.0,35 Seats available,2.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3178,LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),22:35,02:45,04h 10m,600.0,32 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3179,Navayuga Travels,A/C Sleeper (2+1),15:00,18:50,03h 50m,1890.0,26 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3180,Mahi Trans Solutions,A/C Sleeper (2+1),16:00,21:55,05h 55m,3324.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3181,DMR Travels,A/C Sleeper (2+1),16:00,21:35,05h 35m,950.0,26 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3182,YBM Travels(BLM),Volvo Multi-Axle Sleeper A/C (2+1),16:30,21:20,04h 50m,1110.0,1 Seat available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3183,Jagan Travels,A/C Sleeper (2+1),17:30,22:45,05h 15m,900.0,28 Seats available,4.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3184,Mythri Tours And Travels,A/C Sleeper (2+1),18:15,22:15,04h 00m,899.0,24 Seats available,4.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3185,Shree Manikanta Travels,A/C Sleeper (2+1),18:30,23:00,04h 30m,899.0,32 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3186,Sri Keerthana Sai Travels,A/C Sleeper (2+1),18:30,23:29,04h 59m,950.0,28 Seats available,3.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3187,Sri Dhanalakshmi Travels,A/C Sleeper (2+1),19:00,23:59,04h 59m,3999.0,30 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3188,Mayuri Travels,A/C Seater / Sleeper (2+1),19:00,23:50,04h 50m,900.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3189,Sri VInayaka Travels(Siva's),Non A/C Seater / Sleeper (2+1),21:00,01:30,04h 30m,899.0,20 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3190,Jayalakshmi Tours and Travels,A/C Seater / Sleeper (2+1),21:30,02:30,05h 00m,1500.0,40 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3191,Sree Sambhavi Tours and Travels,NON A/C Semi Sleeper (2+2),21:45,02:30,04h 45m,1235.0,41 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3192,Sri Dhanalakshmi Travels,A/C Sleeper (2+1),21:50,02:30,04h 40m,3000.0,30 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3193,IRA Travels,A/C Seater / Sleeper (2+1),22:00,02:30,04h 30m,900.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3194,IRA Travels,A/C Seater / Sleeper (2+1),22:30,03:00,04h 30m,1050.0,23 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3195,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),22:30,02:30,04h 00m,1500.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3196,Navayuga Travels,NON AC Seater / Sleeper 2+1,22:45,02:45,04h 00m,1450.0,35 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3197,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),05:00,20:15,15h 15m,3999.0,44 Seats available,0.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3198,Morning Star Travels,A/C Sleeper (2+1),13:00,17:35,04h 35m,1190.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3199,Morning Star Travels,A/C Sleeper (2+1),14:20,19:40,05h 20m,1190.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3200,Morning Star Travels,A/C Sleeper (2+1),15:20,20:30,05h 10m,1090.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3201,Morning Star Travels,A/C Sleeper (2+1),17:30,22:45,05h 15m,1190.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3202,KVR Tours and Travels,A/C Sleeper (2+1),17:30,22:45,05h 15m,950.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3203,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),17:34,22:15,04h 41m,3999.0,44 Seats available,0.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3204,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),20:00,00:50,04h 50m,3999.0,44 Seats available,0.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3205,Morning Star Travels,A/C Sleeper (2+1),20:25,01:15,04h 50m,1390.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3206,Morning Star Travels,A/C Sleeper (2+1),21:30,01:20,03h 50m,990.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3207,Morning Star Travels,A/C Sleeper (2+1),22:00,02:45,04h 45m,1290.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3208,Morning Star Travels,A/C Sleeper (2+1),22:00,02:55,04h 55m,1190.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3209,RAJULATALLI TRAVELS,NON A/C Semi Sleeper (2+2),22:00,02:00,04h 00m,5000.0,40 Seats available,0.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3210,Morning Star Travels,A/C Sleeper (2+1),22:00,02:35,04h 35m,1290.0,31 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3211,SJR TRAVELS,A/C Seater / Sleeper (2+1),22:30,03:00,04h 30m,1900.0,40 Seats available,2.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3212,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),22:30,02:15,03h 45m,3999.0,44 Seats available,0.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3213,LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),22:35,02:45,04h 10m,888.0,1 Seat available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3214,Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),22:40,01:25,02h 45m,2750.0,22 Seats available,2.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3215,Tranzindia Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:55,01:40,02h 45m,2150.0,24 Seats available,2.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3216,VRL Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),14:30,18:45,04h 15m,1100.0,52 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Visakhapatnam,Rajahmundry
3217,SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),23:00,04:30,05h 30m,280.0,10 Seats available,3.2,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3218,PRL BUS,Non A/C Seater / Sleeper (2+1),23:30,06:00,06h 30m,800.0,25 Seats available,3.8,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3219,PRL BUS,Non A/C Seater / Sleeper (2+1),23:35,05:00,05h 25m,800.0,22 Seats available,4.3,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3220,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),23:45,05:00,05h 15m,599.0,16 Seats available,4.7,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3221,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:45,05:50,06h 05m,799.0,12 Seats available,4.2,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3222,S R Travels,Non A/C Seater / Sleeper (2+1),23:50,05:15,05h 25m,800.0,20 Seats available,3.9,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3223,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),23:57,05:20,05h 23m,600.0,26 Seats available,4.2,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3224,Sri Vengamamba Bus Transport(SVBT),Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,605.0,23 Seats available,4.6,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3225,INDHU BUS,Non A/C Seater / Sleeper (2+1),23:59,05:40,05h 41m,699.0,22 Seats available,3.4,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3226,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,600.0,21 Seats available,4.0,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3227,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,800.0,39 Seats available,4.0,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3228,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,05:25,05h 26m,598.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3229,SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),22:15,04:15,06h 00m,280.0,4 Seats available,1.8,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3230,Sri Vinayaka Travels,NON A/C Sleeper (2+1),23:45,04:45,05h 00m,850.0,10 Seats available,2.9,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3231,AR & BCVR Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,1200.0,12 Seats available,3.2,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3232,Indu Travels,A/C Sleeper (2+1),23:55,05:00,05h 05m,1200.0,23 Seats available,2.6,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore,Rayachoti,Bangalore
3233,APSRTC - 4586,Super Luxury (Non AC Seater 2+2 Push Back),09:00,15:09,06h 09m,467.0,34 Seats available,3.3,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3234,APSRTC - 45860,Super Luxury (Non AC Seater 2+2 Push Back),10:30,16:39,06h 09m,467.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3235,APSRTC - 5984,Super Luxury (Non AC Seater 2+2 Push Back),21:15,02:45,05h 30m,467.0,33 Seats available,2.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3236,APSRTC - 4590,Super Luxury (Non AC Seater 2+2 Push Back),21:30,02:45,05h 15m,467.0,34 Seats available,3.8,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3237,APSRTC - 4578,INDRA(A.C. Seater),22:00,02:44,04h 44m,565.0,36 Seats available,3.7,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3238,APSRTC - 4584,Super Luxury (Non AC Seater 2+2 Push Back),22:15,03:19,05h 04m,467.0,32 Seats available,4.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3239,APSRTC - 5997,Super Luxury (Non AC Seater 2+2 Push Back),22:15,03:42,05h 27m,467.0,33 Seats available,4.2,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3240,APSRTC - 48020,Super Luxury (Non AC Seater 2+2 Push Back),22:15,03:09,04h 54m,467.0,32 Seats available,3.8,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3241,APSRTC - 5944,Super Luxury (Non AC Seater 2+2 Push Back),22:25,03:58,05h 33m,467.0,1 Seat available,3.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3242,APSRTC - 4588,Super Luxury (Non AC Seater 2+2 Push Back),22:45,03:49,05h 04m,467.0,27 Seats available,4.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3243,APSRTC - 5969,INDRA(A.C. Seater),22:50,02:44,03h 54m,565.0,35 Seats available,3.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3244,APSRTC - 5938,Super Luxury (Non AC Seater 2+2 Push Back),23:05,04:42,05h 37m,435.0,33 Seats available,3.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3245,APSRTC - 5987,Super Luxury (Non AC Seater 2+2 Push Back),23:30,05:00,05h 30m,435.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3246,TSRTC - 8917,Lahari Non A/C Sleeper Cum Seater,18:00,01:15,07h 15m,369.0,44 Seats available,4.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3247,TSRTC - 7864,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,02:15,06h 30m,459.0,27 Seats available,3.4,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3248,TSRTC - 6002,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:25,05h 25m,459.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3249,TSRTC - 7462,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55,02:50,04h 55m,439.0,31 Seats available,3.4,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3250,JOSH BUS,Non A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,560.0,31 Seats available,4.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3251,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),23:05,05:30,06h 25m,550.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3252,SK BUS TRAVELS,Non A/C Seater / Sleeper (2+1),22:45,07:30,08h 45m,3000.0,39 Seats available,4.2,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3253,JOSH BUS,Non A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,560.0,31 Seats available,4.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3254,Kaveri Travels,A/C Sleeper (2+1),22:55,05:00,06h 05m,700.0,28 Seats available,3.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3255,Raja Buses,NON A/C Seater/ Sleeper (2+1),23:10,05:30,06h 20m,500.0,28 Seats available,4.3,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3256,V Kaveri Travels,A/C Sleeper (2+1),22:30,05:15,06h 45m,800.0,28 Seats available,3.4,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3257,Anish Travels,Non A/C Seater / Sleeper (2+1),21:00,02:30,05h 30m,500.0,42 Seats available,0.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3258,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),22:45,05:30,06h 45m,500.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3259,Kamakshi Tours And Travels,NON A/C Sleeper (2+1),23:15,07:00,07h 45m,700.0,22 Seats available,3.8,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3260,SAI PRASANNA TRAVELS,Non A/C Seater / Sleeper (2+1),23:30,06:00,06h 30m,444.0,40 Seats available,3.3,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3261,SMKAT Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),23:30,05:45,06h 15m,713.0,28 Seats available,3.7,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3262,Kamakshi Tours And Travels,A/C Seater / Sleeper (2+1),22:25,06:20,07h 55m,600.0,26 Seats available,3.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3263,KKaveri Travels,NON A/C Sleeper (2+1),23:00,05:30,06h 30m,630.0,28 Seats available,2.4,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3264,Raja Buses,NON AC Seater / Sleeper 2+1,23:00,06:50,07h 50m,450.0,34 Seats available,4.3,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3265,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:45,05:30,06h 45m,560.0,33 Seats available,3.3,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3266,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:15,04:25,07h 10m,700.0,30 Seats available,3.4,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3267,MVN Travels,Non A/C Seater / Sleeper (2+1),21:10,02:45,05h 35m,700.0,21 Seats available,3.3,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3268,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),22:25,06:20,07h 55m,650.0,21 Seats available,3.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3269,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),21:20,03:00,05h 40m,760.0,44 Seats available,3.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3270,Harikrishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:35,03:45,06h 10m,1140.0,38 Seats available,3.1,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3271,SK BUS TRAVELS,Non A/C Seater / Sleeper (2+1),21:00,02:30,05h 30m,5000.0,32 Seats available,4.2,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3272,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),21:15,15:00,17h 45m,665.0,41 Seats available,3.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3273,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,05:00,07h 15m,449.0,33 Seats available,3.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3274,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),23:30,07:00,07h 30m,1780.0,41 Seats available,0.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,Vinukonda,Hyderabad
3275,APSRTC - 2214,Super Luxury (Non AC Seater 2+2 Push Back),03:30,09:15,05h 45m,386.0,34 Seats available,2.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam,Amalapuram,Visakhapatnam
3276,APSRTC - 23547,Super Luxury (Non AC Seater 2+2 Push Back),04:00,09:45,05h 45m,386.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam,Amalapuram,Visakhapatnam
