,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name,Origin,Destination
13150,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:40,03:00,04h 20m,495.0,30 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13151,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,04:05,05h 15m,574.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13152,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:50,03:35,04h 45m,360.0,33 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13153,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),22:50,20:20,21h 30m,523.0,45 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13154,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),22:50,04:00,05h 10m,523.0,45 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13155,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),22:55,04:15,05h 20m,509.0,29 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13156,Laxmi holidays,VE A/C Sleeper (2+1),23:00,04:15,05h 15m,570.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13157,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:00,04:15,05h 15m,648.0,50 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13158,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:00,04:25,05h 25m,648.0,50 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13159,NueGo,Electric A/C Seater (2+2),23:00,04:25,05h 25m,598.0,39 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13160,NueGo,Electric A/C Seater (2+2),23:00,04:35,05h 35m,356.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13161,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),23:00,04:45,05h 45m,509.0,40 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13162,City Land Travels,A/C Seater/Sleeper (2+1),23:00,03:50,04h 50m,495.0,31 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13163,Yolo Bus,Scania Multi-Axle AC Semi Sleeper (2+2),23:00,03:24,04h 24m,650.0,28 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13164,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00,03:50,04h 50m,477.0,34 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13165,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:00,04:40,05h 40m,510.0,48 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13166,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,04:20,05h 20m,474.0,4 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13167,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:10,04:40,05h 30m,540.0,29 Seats available,4.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13168,Yolo Bus,Volvo 9600 A/C Semi Sleeper (2+2),23:16,04:27,05h 11m,550.0,21 Seats available,4.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13169,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,04:40,05h 15m,523.0,37 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13170,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,04:15,04h 50m,523.0,37 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13171,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,04:30,05h 00m,399.0,50 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13172,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,04:20,04h 50m,513.0,36 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13173,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,04:35,05h 05m,474.0,50 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13174,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,04:40,05h 00m,570.0,35 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13175,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),23:40,05:05,05h 25m,540.0,33 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13176,City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,04:15,04h 20m,495.0,42 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13177,City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:55,04:10,04h 15m,500.0,53 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13178,City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:55,04:25,04h 30m,500.0,53 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13179,NueGo,Electric A/C Seater (2+2),23:55,05:10,05h 15m,380.0,39 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13180,NueGo,Electric A/C Seater (2+2),12:25,17:15,04h 50m,404.0,40 Seats available,2.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13181,Big Bus,A/C Seater / Sleeper (2+2),15:30,20:20,04h 50m,595.0,41 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13182,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),15:30,21:30,06h 00m,629.0,39 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13183,City Land Travels,Volvo A/C Semi Sleeper (2+2),16:30,22:30,06h 00m,495.0,41 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13184,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),17:00,23:00,06h 00m,629.0,39 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13185,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),17:30,23:15,05h 45m,550.0,44 Seats available,2.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13186,Big Bus,A/C Seater / Sleeper (2+2),17:35,22:25,04h 50m,595.0,39 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13187,City Land Travels,A/C Seater/Sleeper (2+1),18:00,23:50,05h 50m,488.0,30 Seats available,1.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13188,City Land Travels,Volvo A/C Semi Sleeper (2+2),18:15,23:50,05h 35m,585.0,31 Seats available,1.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13189,Zakir Flights,Volvo A/C Semi Sleeper (2+2),18:30,00:30,06h 00m,541.0,29 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13190,Travel hub,Volvo A/C Semi Sleeper (2+2),18:45,01:50,07h 05m,599.0,32 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13191,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:25,01:05,05h 40m,495.0,39 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13192,G.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,00:30,05h 00m,649.0,29 Seats available,2.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13193,ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),19:30,01:00,05h 30m,617.0,37 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13194,SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:30,01:15,05h 45m,450.0,27 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13195,JN HOLIDAYS,Volvo A/C Semi Sleeper (2+2),19:40,00:45,05h 05m,494.0,41 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13196,JN HOLIDAYS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),20:10,01:15,05h 05m,494.0,39 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13197,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),20:30,02:30,06h 00m,629.0,36 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13198,Big Bus,A/C Seater / Sleeper (2+2),20:30,01:20,04h 50m,595.0,39 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13199,Northern Travels,Volvo A/C Semi Sleeper (2+2),20:30,01:15,04h 45m,600.0,35 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13200,City Land Travels,A/C Seater/Sleeper (2+1),20:30,01:50,05h 20m,450.0,32 Seats available,2.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13201,SHAH HOLIDAY TRAVEL,Bharat Benz A/C Seater / Sleeper (2+2),21:00,03:00,06h 00m,599.0,35 Seats available,2.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13202,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:00,02:30,05h 30m,603.0,47 Seats available,1.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13203,SIDDHI VINAYAK TRAVELS,Volvo A/C Semi Sleeper (2+2),21:00,02:45,05h 45m,599.0,38 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13204,DS Hari Travels,A/C Seater / Sleeper (2+2),21:00,02:30,05h 30m,499.0,48 Seats available,2.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13205,Travel hub,Volvo A/C Semi Sleeper (2+2),21:30,04:05,06h 35m,599.0,21 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13206,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),22:30,04:30,06h 00m,629.0,37 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13207,Big Bus,A/C Seater / Sleeper (2+2),22:30,02:50,04h 20m,595.0,40 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13208,NueGo,Electric A/C Seater (2+2),23:00,04:45,05h 45m,598.0,39 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13209,Kartar Travels Private Limited,Volvo A/C Semi Sleeper (2+2),23:30,04:15,04h 45m,570.0,27 Seats available,2.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13210,City Land Travels,Volvo A/C Semi Sleeper (2+2),08:10,13:40,05h 30m,889.0,28 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13211,SPEED BUS,Volvo A/C Semi Sleeper (2+2),12:45,17:30,04h 45m,1044.0,41 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13212,SPEED BUS,Volvo A/C Semi Sleeper (2+2),14:00,20:30,06h 30m,759.0,41 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13213,SPEED BUS,A/C Volvo B11R Multi-Axle Sleeper (2+1),16:20,21:30,05h 10m,3324.0,36 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13214,SPEED BUS,A/C Volvo B11R Multi-Axle Sleeper (2+1),16:20,21:30,05h 10m,3325.0,36 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13215,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),18:00,23:29,05h 29m,699.0,24 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13216,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),18:00,23:30,05h 30m,826.0,33 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13217,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,23:50,05h 20m,950.0,39 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13218,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),19:00,00:15,05h 15m,744.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13219,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),19:00,23:40,04h 40m,1649.0,41 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13220,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),19:00,00:45,05h 45m,900.0,29 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13221,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),19:00,00:20,05h 20m,1549.0,8 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13222,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),19:15,00:30,05h 15m,744.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13223,IntrCity SmartBus,AC Sleeper (2+1),19:30,01:45,06h 15m,849.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13224,SHRI BALAJII TRAVELS,Volvo A/C Semi Sleeper (2+2),19:30,01:15,05h 45m,1499.0,41 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13225,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),19:30,00:45,05h 15m,744.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13226,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),19:30,00:50,05h 20m,1649.0,29 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13227,Metahills holidays,Scania A/C Semi Sleeper (2+2),19:30,23:51,04h 21m,1350.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13228,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,01:05,05h 35m,740.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13229,Kedara Bus,A/C Seater / Sleeper (2+1),19:35,01:30,05h 55m,760.0,25 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13230,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),19:40,00:40,05h 00m,1519.0,38 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13231,Zingbus Plus,Volvo AC Seater (2+2),19:40,01:24,05h 44m,1029.0,45 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13232,Awadh Travels,A/C Sleeper (2+2),19:40,01:00,05h 20m,1019.0,46 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13233,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),19:40,23:50,04h 10m,849.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13234,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),19:41,00:51,05h 10m,1994.0,48 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13235,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Semi Sleeper (2+2),19:55,00:18,04h 23m,1804.0,36 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13236,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),20:00,01:15,05h 15m,1181.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13237,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),20:00,01:29,05h 29m,699.0,12 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13238,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),20:00,23:59,03h 59m,849.0,33 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13239,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:30,03:15,06h 45m,1370.0,46 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13240,Apex Bus Travels,A/C Seater / Sleeper (2+2),20:30,01:00,04h 30m,739.0,38 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13241,Sonali Holidays,Bharat Benz A/C Seater / Sleeper (2+2),20:30,03:30,07h 00m,699.0,50 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13242,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:30,01:10,04h 40m,694.0,41 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13243,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+2),20:30,01:26,04h 56m,699.0,48 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13244,IntrCity SmartBus,AC Sleeper (2+1),20:40,01:40,05h 00m,849.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13245,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),21:00,02:45,05h 45m,1699.0,54 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13246,Metahills holidays,Scania A/C Semi Sleeper (2+2),21:00,01:21,04h 21m,2250.0,26 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13247,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),21:00,02:45,05h 45m,1181.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13248,R S YADAV SMART BUS PRIVATE LIMITED,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),21:00,02:00,05h 00m,1519.0,42 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13249,R S YADAV SMART BUS PRIVATE LIMITED,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),21:01,02:11,05h 10m,1994.0,42 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13250,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:25,02:35,05h 10m,740.0,43 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13251,Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:30,02:30,05h 00m,674.0,38 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13252,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:30,02:30,05h 00m,855.0,42 Seats available,4.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13253,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),21:45,03:30,05h 45m,799.0,14 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13254,Ashok Bus Service,A/C Seater / Sleeper (2+2),21:45,03:30,05h 45m,699.0,42 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13255,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:45,02:15,04h 30m,740.0,44 Seats available,4.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13256,VIKAS TRAVELS ®,A/C Seater/Sleeper (2+1),21:55,03:25,05h 30m,1904.76,44 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13257,Holiday Appeal Private Limited,Scania Multi-Axle AC Semi Sleeper (2+2),22:00,02:30,04h 30m,699.0,48 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13258,SPEED BUS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:00,03:00,05h 00m,902.0,49 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13259,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:00,03:10,05h 10m,803.0,36 Seats available,4.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13260,Kedara Bus,Volvo A/C Semi Sleeper (2+2),22:15,03:45,05h 30m,1424.0,41 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13261,Yolo Bus,Volvo A/C Semi Sleeper (2+2),22:18,03:59,05h 41m,1869.0,49 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13262,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:30,03:45,05h 15m,803.0,36 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13263,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,04:00,05h 30m,1033.0,30 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13264,PAL Travel Lines,Scania Multi-Axle AC Semi Sleeper (2+2),22:55,03:00,04h 05m,1799.0,43 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13265,Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),23:00,04:19,05h 19m,710.0,36 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13266,Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),23:00,04:00,05h 00m,770.0,27 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13267,Amit Travels,A/C Seater / Sleeper (2+1),02:00,07:00,05h 00m,1904.76,34 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
13268,KN Nehra Travels,A/C Seater/Sleeper (2+1),02:00,07:00,05h 00m,1999.0,40 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
